2010,2011,2012,2013,2014,2015,2016,2017
66.71681,62.522633,68.23162,69.090775,57.91788,51.16918,58.909885,56.99928
74.79511,81.2164,71.18923,69.84793,62.72746,64.37535,57.269264,74.311966
68.612755,67.15855,67.13051,68.863884,56.253044,48.379917,55.198967,62.57307
62.245686,62.88401,60.996998,59.397877,53.625786,58.262962,55.624367,59.619873
74.796814,72.08131,67.094635,71.24424,59.043495,53.614693,50.936527,62.346848
72.840576,73.232765,70.6818,70.10207,59.42558,57.59482,54.009872,64.598175
66.30042,65.90143,67.00108,65.808075,55.91417,51.409893,55.977516,63.161884
71.968895,68.61725,68.39388,69.94213,58.06993,51.352196,54.89791,58.120674
66.04834,68.95483,66.210686,64.172585,57.28299,58.354004,58.914364,64.84068
66.94809,66.70975,70.570724,73.8681,63.811554,62.63055,61.3365,63.947105
63.596813,57.865597,75.42223,80.21455,68.16991,62.209446,62.769817,61.322147
67.014015,65.08617,63.51778,67.28628,56.85717,57.365726,55.668705,59.56588
68.089096,68.35678,64.58209,63.55988,55.484997,57.109673,54.463078,60.810555
67.45265,68.22993,65.78287,65.38025,56.6738,60.89169,53.255867,63.613556
63.186028,58.83273,72.37011,70.95546,60.28474,54.651825,57.114296,60.58824
78.86859,75.380424,70.72193,74.94222,61.088116,52.019794,48.106586,64.54556
75.431145,77.2187,70.701416,72.84346,60.712166,61.19668,53.838833,67.18306
62.469387,62.82836,61.49006,60.255642,53.678333,57.57424,55.63662,59.5733
63.747555,62.144035,62.912685,62.297405,55.600834,56.521023,56.279587,58.277954
71.24282,75.11236,75.69147,78.05449,67.614525,64.86677,62.83849,72.003
66.95397,64.77867,61.618233,61.78001,53.614254,51.16384,55.289013,56.000282
68.315,71.3842,67.19641,64.69751,57.948326,58.866875,55.79463,67.30509
72.03081,73.43013,70.304504,70.5765,59.84695,64.17829,50.718784,68.41586
64.034355,65.34066,66.19043,62.241,56.091995,64.25032,51.75046,65.31231
62.531044,61.08374,65.397766,63.27529,56.09343,57.929516,55.47223,59.80178
64.376854,64.65057,65.361374,65.376656,57.930004,59.257805,58.969543,61.45009
64.88811,67.612816,64.62253,62.174805,56.443733,59.14594,57.848328,64.08848
65.36366,65.33,63.293266,63.242348,55.170982,58.774353,54.555935,60.598927
62.421524,64.0745,68.068565,63.578785,57.029266,61.27237,55.162025,64.86499
74.81044,76.405914,69.20859,70.54892,59.296234,58.40878,54.984188,64.81865
74.29803,78.67927,68.95144,69.32602,61.84736,63.86653,56.76956,70.13408
75.036095,72.6494,69.465355,71.04825,59.64326,54.07263,50.361824,64.448
69.764755,69.37749,64.56701,65.4483,55.959366,55.47297,55.26939,59.55966
76.304665,80.78017,69.97089,71.05295,63.104843,64.79134,56.615543,71.29665
76.15738,79.87701,72.67184,72.30025,61.429195,63.66207,53.601707,70.66619
70.65216,74.16717,69.44426,66.96075,58.604656,63.675934,53.04734,68.50125
63.165825,62.918465,61.74072,61.863293,54.231995,57.340725,55.261604,59.74285
71.73344,74.00596,76.11972,80.112434,69.042175,65.80325,63.17469,70.46518
80.825584,87.34856,74.955,75.2219,66.89533,67.37288,56.93443,78.84447
74.40865,69.74845,68.41835,75.50092,61.13897,58.170723,53.141045,60.366394
61.282913,61.899586,62.46497,61.199154,54.402004,55.667484,59.89948,59.250652
66.55,66.08329,66.17461,65.40553,55.81396,52.113743,55.183517,62.941856
62.22745,59.319096,68.799194,69.31584,60.779243,62.180855,58.21783,60.55374
77.441025,79.01474,71.8287,72.73546,62.44367,58.992012,52.53087,70.273
64.13698,64.44385,60.770626,60.932453,55.013145,59.12506,56.40048,59.374367
71.47542,69.49709,64.630196,68.22558,58.837456,59.733444,54.69405,59.865253
64.02969,63.770443,62.17057,61.27188,55.152275,61.036842,54.262478,60.23834
64.91741,62.94726,68.82474,70.516396,60.054207,56.536015,61.250782,60.07877
59.4322,56.110508,79.81674,76.16452,65.07223,58.53992,58.725292,67.27524
65.34246,67.2059,65.03736,63.39795,56.652622,58.119637,58.530037,62.98702
67.90694,68.547264,64.95627,63.248615,55.550755,57.870472,54.09032,61.63332
77.638016,74.57806,71.84995,73.857,60.520397,50.959553,47.86763,66.21636
71.700165,71.6386,81.67416,87.73849,75.430595,68.18479,68.01187,70.98942
70.063866,73.18907,66.18479,65.76372,59.11521,61.83438,56.826107,66.254364
68.43054,69.60238,66.21277,64.818405,57.514893,58.019382,55.04087,64.7012
76.36755,80.390976,70.302605,71.23711,62.91448,63.721783,55.92016,71.16807
78.817116,83.34612,72.055695,73.41842,64.66262,64.97886,55.834763,73.552444
66.6,66.580246,62.35268,63.577896,54.81013,55.053677,57.09695,58.377438
75.1655,72.75442,69.833374,71.22808,59.66119,53.5987,50.069202,64.81173
63.703907,63.648552,61.223186,63.063602,54.026054,53.40147,57.82139,58.582664
70.18568,67.54182,65.40145,70.6662,57.824238,57.576965,53.176327,60.34942
73.903015,80.045044,70.958084,69.67973,62.24735,63.35752,58.09344,73.22931
76.018814,77.65803,71.53412,71.55956,61.558693,58.03709,52.573288,70.11157
62.262268,60.858982,66.57375,64.14136,56.68435,58.06556,55.678104,60.53947
76.1195,79.01256,71.6444,72.647835,61.083485,61.945766,54.29912,68.7144
72.839775,69.85389,65.26682,71.03021,58.39223,54.41578,52.502144,60.507
78.42206,82.926994,76.16643,74.77029,63.670177,67.56108,51.070793,75.29071
62.35625,60.579544,65.56077,65.30736,58.143322,60.557514,57.005947,59.900677
66.91926,66.4421,62.313335,63.50402,54.637455,54.080177,56.824333,57.850784
73.6298,74.85255,67.124115,68.891335,60.47235,61.382896,55.12008,65.286354
69.0461,67.303024,63.224308,67.261734,55.59313,50.87362,52.731747,60.97789
63.99324,61.9533,70.075096,67.88623,58.520912,56.29232,56.117058,61.650444
66.256294,65.40354,63.212467,65.48351,55.11001,51.848156,55.630608,60.54443
79.14373,82.94133,74.882,75.37367,63.291405,64.3274,53.408146,72.54774
66.90043,69.93039,64.96683,63.204826,57.42341,60.602768,57.120914,65.08279
63.81425,64.19627,61.69418,61.383556,54.04021,56.59064,56.44453,59.15681
78.36416,80.228516,71.89745,73.83484,61.27414,58.8292,54.48581,66.98929
79.91463,81.76516,75.20969,78.25806,64.24208,64.44056,51.061863,71.82902
68.52419,70.09257,66.3175,65.688095,56.993465,60.64928,54.099262,64.1082
61.707436,62.113983,62.170147,59.63204,54.79628,61.902077,54.57007,60.66017
67.12754,65.98944,62.511974,65.63169,55.120914,52.058792,54.2965,60.458523
69.53125,72.82013,67.60968,67.42545,60.21081,62.152473,57.872063,67.065315
66.04707,64.65146,62.135727,65.81242,55.344055,54.154186,55.090992,59.708138
70.98409,70.85545,67.4781,69.76977,58.48471,60.496044,52.792324,63.991177
68.00668,66.81052,68.183174,68.525,56.282814,48.217064,55.63415,63.319122
64.815346,63.297432,62.451275,65.721344,55.305435,55.431557,55.31132,59.698124
61.409634,55.493935,73.15523,74.42209,64.21027,61.65899,59.36411,60.32374
60.68358,58.94798,65.84917,64.21244,57.672142,61.149796,56.112144,60.335964
71.32049,72.98088,69.08948,69.146484,58.990322,62.697113,52.31948,66.965935
67.18378,69.11201,64.796394,64.17194,57.798237,60.668724,57.15903,63.671673
70.33426,70.02178,84.41796,82.156815,69.43365,61.3288,57.17643,73.53709
62.78428,63.224804,60.75514,59.730797,54.211105,59.446545,55.19475,59.86777
67.355354,66.40181,63.3552,65.24372,55.451973,52.980022,53.808975,61.34263
69.61771,70.94287,66.3789,66.76449,57.305042,59.713882,54.725246,63.503628
63.4673,64.13669,62.539547,60.905884,54.842197,57.039787,56.275963,61.223423
75.018745,77.393616,76.644554,81.39095,70.15504,66.905495,62.40941,71.38163
65.58502,67.0153,65.53439,65.17818,58.31619,60.514736,58.209248,63.25406
68.34993,68.593094,69.45452,72.44129,62.90991,62.591194,60.0895,64.04728
64.33005,62.977306,62.86532,64.47807,55.112762,57.594563,53.97516,60.258167
63.414223,64.01608,62.069267,60.952522,54.726456,56.94146,56.37421,60.83124
65.342285,67.736855,66.62974,64.64178,57.015484,56.77025,59.94977,63.972248
65.66162,65.09104,62.272854,63.201378,56.101196,60.065483,55.714386,59.633606
67.48105,66.711716,69.88332,73.57654,63.503212,62.551804,60.83316,62.982994
62.9689,62.43531,62.93743,61.47374,54.82133,56.089504,58.23538,58.824818
63.220245,63.296986,61.07765,62.074768,53.953026,54.88793,57.095493,58.940113
69.564606,67.998505,70.62891,75.79881,64.95587,63.391407,60.85098,62.526066
67.24768,65.47718,63.820892,66.58122,57.145264,59.36393,55.231987,59.77441
60.892494,59.97712,66.61162,63.75615,57.077026,60.33608,55.721687,61.404408
66.42831,65.45904,71.56766,75.55983,64.89259,62.87668,62.2866,63.58773
76.40178,77.82096,74.31839,79.79521,68.67367,66.491135,60.423775,69.02386
80.312454,80.17233,72.6437,75.43146,63.64411,58.226227,50.634605,69.15228
64.44062,60.291462,67.96817,67.48626,57.686348,53.7847,56.210613,57.89598
64.2022,62.94067,70.96392,68.35428,59.07669,57.53678,56.02225,63.128334
66.51352,67.26002,68.704346,70.44502,61.632812,61.8371,60.061733,64.11253
71.31766,69.79176,65.232025,67.33179,58.230095,57.67466,53.73938,61.25589
64.18763,66.96196,64.256805,61.13153,55.942135,59.031975,57.05734,64.30479
79.855194,84.40329,71.91051,74.21063,65.48564,66.54948,56.33068,73.52304
65.37308,62.497734,64.157265,63.911785,55.3761,53.27814,55.61059,56.96342
64.035866,63.423134,61.52941,63.22766,54.8575,56.84976,55.630894,59.62074
63.42515,62.17944,63.36612,63.318245,56.717884,58.775322,56.960632,59.105717
72.06214,70.42042,65.67043,67.79408,58.72332,58.307808,53.617287,61.34299
63.398125,64.31046,63.948452,62.060673,55.522377,57.008606,58.71492,61.05501
59.159027,57.202904,76.190315,72.203545,62.665855,60.258953,57.76013,66.24101
62.28855,63.265556,60.315746,60.303955,53.48994,54.643948,58.5948,58.578377
60.133465,60.216225,69.13258,64.91318,57.98807,60.93289,56.026924,63.901363
74.61303,74.04389,68.697075,73.53321,60.043983,58.88054,53.715332,63.557713
79.93823,84.71299,73.29542,75.733,66.64496,67.03941,57.19439,74.57886
64.15419,63.002075,69.84562,72.8199,62.891174,61.704445,61.843376,62.314205
63.700886,58.052475,70.47903,72.35823,61.513824,55.38627,58.5046,58.154392
71.42147,72.11481,67.666954,69.4081,58.492706,60.243053,53.70223,64.30459
63.952255,63.60431,60.62429,59.59087,53.9433,56.850685,55.31349,58.378613
66.49846,65.0811,63.026093,66.85579,55.713207,54.766403,55.86534,59.344734
69.75809,69.579926,64.81826,67.49912,56.879894,57.109547,55.77238,60.418194
61.926746,63.176315,63.786663,60.801853,54.814457,56.436813,58.58718,61.443527
61.674736,60.36744,68.29113,65.3914,57.63192,58.576477,55.99668,61.70975
62.386154,62.04421,68.761185,65.286766,57.529366,58.722115,55.765457,62.935383
66.7231,69.99542,65.18711,63.09093,57.37542,60.450302,57.128124,65.51711
62.25,61.36192,65.460075,64.87594,58.017933,62.434547,57.035553,60.728615
63.30918,61.329197,64.37293,63.053493,55.70398,56.85746,55.44031,58.540142
63.635933,63.181408,61.41824,62.821407,54.527046,56.422848,55.756306,59.552322
78.83019,81.68761,70.86167,73.45928,64.08243,63.925575,54.89639,70.54632
81.72162,86.174545,74.05847,76.146385,66.65485,65.92159,55.226017,75.7169
75.15725,77.379326,70.34286,72.00274,60.347588,60.760975,54.647873,66.9244
64.733696,64.80101,70.92486,67.796646,59.03855,59.24424,55.594242,64.655464
64.5538,66.72009,64.16212,60.874313,54.936176,60.583218,54.546432,63.06292
67.03791,65.173325,63.584526,63.153397,54.75735,54.11288,54.672974,57.652348
60.404987,57.722538,73.5125,70.56721,61.204636,59.055626,57.269466,63.649895
61.061234,61.841072,62.81452,62.515247,54.286034,53.6134,61.197544,59.13455
60.796852,60.112427,67.140396,63.975365,57.224953,60.36318,55.774498,61.934566
64.99159,66.25876,63.746243,62.631477,56.666595,59.765427,57.33113,62.11769
63.89036,62.925327,62.27187,63.649773,54.802734,57.16523,54.665543,59.98947
77.80713,74.28497,68.33942,78.44335,61.37847,55.00179,54.17965,59.592747
76.27952,78.149185,73.02465,74.57882,62.149155,64.55189,50.854855,70.490166
63.343407,63.512466,60.46844,62.0192,54.094337,54.819824,57.423634,58.843876
75.684525,81.30693,70.73434,70.55251,63.062115,64.80158,57.056015,73.16612
67.98167,68.17548,73.72184,77.80907,66.79953,64.00664,63.06572,66.24283
64.92559,63.523262,66.1122,66.57511,57.583855,56.00284,59.587616,59.338547
80.31467,84.097244,71.65836,74.6599,65.50901,66.16154,55.759884,72.428215
67.45937,65.07839,64.459755,68.048965,57.25924,58.39226,54.70649,59.94925
65.42675,65.050705,70.7662,73.78235,63.71903,62.316025,61.93427,63.78428
67.2167,66.84241,62.351807,66.10799,55.31845,52.69906,58.36099,58.17752
70.03255,69.80463,63.242756,67.66514,56.240486,52.855446,58.84551,57.80376
68.7846,68.899635,63.967693,64.751114,57.6594,60.053272,55.84194,61.439507
71.8507,70.6853,67.662384,67.95097,58.516754,56.060265,52.569042,63.8942
61.36926,55.282528,74.0098,75.410965,64.95855,62.524147,59.747387,60.6856
76.903,80.05618,77.93103,82.63824,71.4186,67.909035,62.48829,73.50742
63.6073,61.572926,63.674873,63.247234,56.08772,56.543724,56.013126,58.25242
77.09761,82.45067,71.20757,71.77387,63.88461,65.397606,56.854065,73.46353
67.65884,68.727554,70.688156,73.14575,63.562786,62.80207,60.94105,65.62903
70.93171,66.49437,66.61542,74.68823,58.974846,54.818596,53.7906,60.13051
71.14294,71.88959,68.017235,69.33686,58.601433,61.137962,52.94941,65.05186
71.16557,69.038864,65.35098,70.69873,57.888054,56.8196,54.35752,59.772957
64.34603,63.55575,60.90893,60.374863,54.29983,56.07567,55.577724,58.00562
64.02193,63.761757,60.96075,60.21353,53.408188,54.54837,56.280018,57.8933
58.97952,54.583626,73.6637,71.901215,62.70273,61.196495,57.7242,62.501644
73.29421,74.08938,69.75975,73.832214,64.025604,63.949497,58.498116,65.40219
75.91764,81.01565,75.58892,72.19438,62.658127,69.12159,49.826393,75.869415
71.41685,74.33733,66.5361,66.870155,59.804546,62.32906,56.63147,66.37366
66.859856,65.57894,70.08167,72.3059,60.40221,54.95776,63.404854,60.595203
64.51552,67.01541,64.94628,62.49383,56.327694,58.259018,58.47404,63.71556
66.840355,65.51524,61.875298,65.71373,55.068253,52.67554,54.31308,59.932285
62.64554,62.894447,70.694595,66.825035,58.750935,59.936672,55.85891,64.80812
62.646667,63.13006,60.531925,59.759968,54.077477,58.84948,55.43569,59.7643
62.74504,63.43567,59.804375,58.549065,53.719296,58.23519,55.840134,59.132828
62.472248,62.87895,60.9565,59.65968,53.976448,59.235336,54.932106,59.9537
63.123722,64.69995,62.99195,60.519115,55.27094,58.57211,57.50711,61.828346
61.349617,57.559483,74.06677,71.8256,61.591743,57.261997,57.484947,62.672955
62.702656,63.017975,60.773323,60.1317,54.11395,58.74549,55.21857,59.84231
64.080185,66.06614,63.25649,60.94232,55.765385,59.369595,57.156723,62.65707
68.88449,67.97323,66.083336,65.89358,56.729115,54.247562,53.09977,63.207634
63.198303,63.159515,61.330338,59.091713,53.564083,57.956974,54.67004,59.020306
75.017075,74.40417,66.57193,71.19513,58.350956,53.518467,56.789642,59.409546
60.56954,57.602024,69.63774,69.00012,60.806602,63.309414,57.59271,61.211853
78.21016,75.978836,70.093544,78.44486,62.086266,57.52868,53.124832,62.76769
66.14654,66.10942,63.70539,62.97059,56.051575,57.466705,55.44802,61.453552
72.66324,77.942505,69.81335,68.14435,61.02529,62.25971,56.590866,71.78714
62.388058,63.9315,62.987476,60.00683,54.877823,57.980232,57.426018,61.844315
68.51488,69.66141,64.7627,65.24907,56.298317,58.046967,56.051468,61.502205
68.02338,66.56594,64.90095,67.67111,55.63489,49.503593,54.70559,61.42644
64.561935,69.296196,70.272064,64.29894,58.36547,66.252396,53.53337,70.18386
67.18682,63.636494,64.24175,64.31814,54.795628,49.9225,56.181995,55.656242
66.07912,64.47832,71.713684,76.11451,65.18416,62.864155,62.602425,62.910698
72.79744,69.38734,66.78566,72.13835,60.290504,59.9976,54.335033,59.99834
63.651318,59.79735,66.52877,66.747765,58.011074,55.585968,56.648422,57.855682
65.3996,63.882042,63.09364,65.37035,55.853947,57.870544,54.691166,59.979595
65.96316,70.86793,74.57473,68.93351,61.363148,66.7737,54.647743,72.55762
66.99498,64.935356,74.64859,78.60679,64.770164,55.90744,66.73156,62.05899
64.107025,64.645386,62.685555,61.2564,55.234917,57.72528,56.298542,61.08764
67.3228,67.08271,65.08952,63.947845,56.59371,56.99017,54.652466,62.45739
66.15194,64.74112,63.794483,64.69456,56.56326,61.0866,54.037632,60.288216
72.72501,76.743935,67.960686,67.989,60.826736,63.108833,56.80973,68.79229
72.84107,74.04274,68.6304,70.46436,59.184795,60.38041,54.008633,65.18292
65.86014,66.162674,62.772274,65.5509,55.0756,51.49323,60.951054,57.92334
67.155075,65.49163,65.1775,67.09467,56.80563,60.4142,51.84943,61.977398
63.579906,61.397755,63.882713,63.57581,56.316845,56.527573,56.125195,58.232708
69.6608,68.68932,65.548615,65.90798,57.562553,57.210587,53.968132,62.120255
71.009155,77.11345,75.12741,69.9113,61.957973,68.79111,52.73819,75.05576
62.077286,62.93158,60.639225,58.785675,53.562313,58.63027,55.697502,59.614815
72.83961,74.71568,68.94523,69.94871,59.187786,60.826748,54.21695,65.92623
63.192802,61.44809,65.47174,65.64849,57.873173,57.977985,58.147804,59.451492
62.734516,63.321537,60.06631,58.372635,53.735584,58.887352,55.263565,59.31126
69.127266,70.42818,67.46945,67.02494,57.768143,62.095272,52.570248,65.51097
58.409985,54.867355,73.551506,71.19965,62.488163,62.173504,57.604313,63.38504
56.189358,55.363102,77.9991,74.06288,65.49554,67.58455,59.154106,69.12095
63.826,64.10951,63.24445,62.63716,54.884495,54.724026,57.087154,60.93734
66.57375,61.998222,66.29061,66.61623,56.404896,50.410915,56.70954,55.866165
68.89792,69.43815,67.646904,69.963104,61.28222,62.11531,58.695774,63.533817
77.37365,81.33266,74.19474,73.663124,62.47229,65.097374,52.650654,72.51501
82.28352,83.379845,74.66103,76.56773,62.847256,57.350304,52.343983,68.07814
74.12567,73.486565,67.346344,69.55821,60.091496,59.12324,53.45146,63.742805
59.6136,60.035686,66.04185,62.571228,57.103592,63.5446,55.77848,62.75815
60.52496,62.685173,63.660877,58.793842,54.43462,61.90869,54.696377,63.036137
63.613575,63.121582,61.53552,60.319744,54.318214,56.395035,56.691532,58.479763
65.14345,66.69525,63.29266,61.769875,56.197548,59.670776,56.945587,62.26169
63.28268,62.068577,65.33911,65.54867,57.8239,58.328133,58.63285,59.826904
64.826546,67.56563,65.96467,61.65888,55.827133,63.330788,52.599693,65.9079
73.09381,75.590706,69.95901,72.426186,63.439484,63.95558,58.360855,67.75222
63.418095,63.35254,61.653633,60.835648,54.689747,60.096806,54.51321,60.131824
74.78555,72.03264,65.63032,70.96227,59.214752,55.597507,51.95466,60.737972
66.87326,69.15364,65.47147,64.598755,58.065254,60.5397,57.676582,64.33719
62.06978,62.873096,60.881115,58.621067,53.44857,58.649372,55.497574,59.57437
73.642044,76.38567,72.944786,71.80899,61.30886,67.0531,49.24271,72.14218
65.4369,63.847958,62.927048,66.204346,55.48117,55.596066,55.04854,59.755985
68.32631,67.72194,63.400223,66.41985,55.993103,55.593376,56.55255,58.917248
64.57892,64.578125,62.77561,62.95749,54.902374,54.631454,56.14795,60.831306
70.048485,73.098114,66.119804,65.749084,59.08828,61.812473,56.807636,66.12226
62.230373,63.568775,63.353645,60.637688,54.943604,57.282936,58.38303,61.352165
74.64778,74.248825,69.09032,73.595245,60.216618,59.52652,53.294476,64.24611
68.10719,66.88273,62.741173,65.78125,55.79501,53.779686,54.016228,60.4667
63.282597,64.9608,63.070118,60.60115,55.36213,58.697903,57.468235,62.01794
63.47925,65.07976,63.40726,60.590355,55.30706,58.278854,56.713657,62.545002
63.466366,64.05351,61.099625,60.55722,55.040615,59.010963,57.231937,59.62855
62.78051,63.097145,61.424427,59.395565,54.356438,61.149876,54.11271,60.318863
69.17985,68.673515,63.632427,66.82241,56.243504,55.580868,56.795563,58.76144
60.98761,59.696526,69.93305,66.663536,58.646255,59.24564,56.333668,62.798016
62.85107,63.57547,59.903397,59.422256,53.49788,55.89667,57.166256,58.559628
76.42064,75.57953,68.81294,75.22718,60.612064,57.057457,54.974754,62.41966
61.58911,62.47887,62.454384,60.408665,54.504097,56.82562,58.74921,60.10475
75.55204,78.177086,70.95732,70.945404,61.712677,59.836216,53.863853,70.46522
65.038666,60.638256,67.97077,68.77768,58.591686,53.508938,57.985813,57.453655
72.20749,70.22492,65.96468,68.7792,58.05026,54.679806,52.342422,62.020863
60.087658,57.107204,71.67905,69.3371,60.653313,60.10138,57.02067,62.38898
60.278763,57.79669,69.32886,67.12634,59.29361,60.493313,56.509422,61.499744
78.661514,76.89867,70.05287,78.37432,62.073242,56.793358,54.170364,62.52966
68.25778,67.28846,63.014404,67.79735,55.991875,52.853996,57.72583,58.426636
68.53117,67.32508,63.136375,65.846794,56.22961,54.785816,54.120647,60.56965
65.15375,63.83522,64.99126,66.93495,58.890015,60.64809,58.577805,59.63264
71.31976,73.71686,68.54203,67.28064,59.298862,58.84183,54.736423,67.95831
69.40947,72.3443,66.890236,66.75474,59.695522,61.89785,57.533733,66.24626
72.1471,70.08501,67.94806,69.51556,57.423885,50.257366,50.438416,64.41042
65.37094,63.571995,62.23388,61.77825,54.30871,53.86542,55.36272,57.169384
65.56643,64.680084,68.88419,70.6402,60.11096,57.02552,62.139084,61.043095
63.845264,65.90889,66.167274,63.73558,56.24799,55.860065,60.28114,63.093258
63.02622,66.14708,67.0956,62.04254,56.413998,62.94671,54.544144,66.03101
63.085342,62.191635,63.80716,62.758957,54.561073,53.01551,59.617466,58.050507
60.95862,60.670025,63.367958,61.06342,55.766552,61.299522,55.41371,60.41848
72.996895,75.27251,70.08267,72.78248,63.632957,63.980667,58.530457,67.49934
71.54256,69.66572,65.21025,70.751396,57.856106,56.03466,55.174713,59.39191
63.83586,61.661636,65.52719,64.00463,55.920074,55.632896,55.50628,58.766685
70.50393,68.22796,67.28784,67.858536,57.238873,53.26324,54.702057,59.042442
75.67602,75.625595,69.02491,74.01092,60.34492,58.173054,54.768585,63.579536
62.790382,63.23046,60.620487,60.641243,53.86579,56.566628,56.58415,59.215355
74.85404,78.11597,68.42925,70.05341,62.058468,63.91288,56.508656,68.40713
65.436806,64.86,62.394344,64.53981,54.969154,55.300446,56.362297,59.149773
60.24261,60.32329,71.77831,67.16814,59.311,60.53883,56.449135,65.387024
64.377335,64.01122,60.73405,60.567017,53.41037,53.44376,56.789814,57.4818
59.023468,62.816883,67.57931,60.810696,56.42762,64.763374,54.98481,67.14615
65.77128,69.04848,67.35092,63.052124,56.738914,62.75075,54.046856,66.403076
69.12758,68.11211,64.09502,65.61739,57.13699,57.255005,54.50007,60.94831
67.20817,66.49942,63.245373,65.62101,55.70472,56.40134,55.7973,59.306847
66.7607,66.01956,62.067635,64.344925,55.497,55.140327,54.964375,60.092705
64.58642,64.89892,63.16731,61.962593,55.188953,56.403767,55.641293,61.549248
64.21963,60.96732,70.97,74.91659,64.1932,61.399387,61.466606,60.911224
67.89755,65.67293,72.13487,71.1021,60.11732,55.406754,55.83847,62.450993
70.117325,66.033104,67.15348,72.49626,58.770836,59.023457,51.90013,60.955246
75.59625,72.44298,67.16428,76.128075,60.131622,54.89827,54.630108,59.45223
65.248924,65.14448,62.190117,63.460564,54.696983,55.694695,56.636322,59.02104
73.077354,76.386406,70.16574,68.808945,60.488796,59.430027,54.617435,70.35326
66.70373,66.95272,75.2225,72.26225,62.031685,60.142433,55.88696,67.55745
66.28574,66.92823,63.62368,63.509377,57.10446,60.11006,56.983055,61.423714
60.489506,57.413025,71.75307,71.32612,62.479233,64.64198,58.49586,62.36587
72.46249,70.57274,67.08203,68.85615,58.34096,54.700882,51.979996,62.9723
74.28996,77.81946,71.1582,70.41514,60.260136,62.97263,53.89629,69.2272
78.16739,79.88717,72.95053,76.032326,62.587048,62.23231,52.893734,69.1411
67.7108,72.715225,66.826614,63.981205,58.332123,61.227753,57.623672,68.516426
67.1021,66.57198,61.94896,63.757187,56.35168,58.59266,55.998493,59.445763
62.780666,63.053143,62.030537,62.787945,54.418236,54.022854,58.799595,59.364838
66.64642,65.68002,63.674908,65.28299,55.81646,58.345177,54.184784,60.182285
62.48754,63.468327,61.63413,59.890247,54.599686,58.11249,57.07695,60.554886
65.94328,68.886154,64.57064,62.439644,56.9136,60.230137,57.195198,64.659424
65.740166,64.37969,61.994965,61.04535,53.6568,54.201214,54.76793,57.38412
63.695168,63.699425,64.65694,63.511242,55.717308,55.487885,59.773712,59.89881
67.294136,68.69564,65.96386,64.75853,56.599426,61.253716,53.429394,64.181915
70.44083,71.98022,68.63887,66.79032,57.916878,59.53276,53.839706,64.96396
68.37579,68.98941,66.143906,64.83364,57.312225,57.406338,54.659897,64.167366
64.73505,68.0992,69.34731,64.5119,57.91111,63.50616,54.49816,67.640205
64.99396,69.0259,65.75268,62.07786,56.674862,59.188725,57.514637,66.55806
64.67145,63.458794,67.25363,67.21972,56.50048,51.708286,62.58121,58.68308
64.789406,57.44224,71.121956,72.40686,60.708946,52.058716,57.485443,56.42274
67.093216,66.366295,62.63355,64.46013,55.789875,55.524994,54.85844,60.454403
80.21171,82.63826,80.87282,87.00242,75.29534,70.14475,63.743256,74.85348
62.322247,60.61372,64.648766,63.004345,56.11268,58.462208,55.50745,59.230156
71.93852,71.99761,66.17066,69.62879,57.986958,57.1651,55.85622,61.344032
67.08567,63.22762,68.43546,69.43456,57.978924,51.010506,59.551353,57.232178
72.03264,70.253876,64.28502,67.67245,56.319572,52.354477,56.041718,57.038635
68.188835,67.23135,63.352245,67.20539,56.071823,54.713463,56.640728,58.90193
69.11699,66.06294,65.43238,70.308975,58.376312,58.330345,54.973454,59.815872
61.737587,62.912243,62.500637,60.139103,54.536217,57.167633,58.23043,60.73562
79.73055,79.29424,72.02545,78.88022,63.06694,58.917046,53.563667,65.63089
59.039803,57.902306,74.92413,70.56428,61.710403,60.902138,57.380928,66.25877
65.831726,65.397736,62.571163,64.04611,56.966602,59.988766,57.29475,59.4272
75.178734,76.16054,69.6653,69.72445,58.944828,57.72733,53.232967,64.751205
73.010445,71.967,65.348015,71.08757,58.070194,54.74343,56.963467,58.92055
66.91282,67.62089,68.69356,66.141754,57.742966,59.09111,54.72722,63.986855
73.0122,74.85123,68.63864,69.948296,59.07363,60.097588,54.835434,65.314476
65.51661,64.6975,62.089775,64.18193,55.874588,58.030445,56.07937,59.449394
59.374733,56.329876,76.126465,72.91733,63.060814,59.870647,57.920265,65.15172
66.2993,67.2773,64.962616,62.451942,55.417007,58.759487,54.24155,62.130993
63.29906,61.545288,67.22366,68.280396,59.46489,58.507984,59.6308,60.192192
64.849365,64.60818,61.53415,62.405132,55.49119,59.044468,56.067894,59.488457
67.49462,71.57564,68.77948,64.905754,57.85444,57.30379,56.653603,69.12969
64.43538,63.84077,61.043518,59.97698,53.546978,55.333298,55.351692,57.921886
71.414795,74.85232,69.19484,67.2544,58.57321,62.381172,54.047264,67.642044
77.75677,80.91938,71.90843,75.47673,65.88037,65.96464,57.70949,70.622444
63.408722,64.19919,64.6203,61.670177,55.17876,55.86672,56.97999,62.29051
62.068153,62.66259,62.480247,62.283783,54.420864,54.395634,59.485603,59.60066
74.76787,78.27012,69.99288,71.85962,63.336044,64.397316,57.512115,69.486084
71.43642,69.82144,67.972916,68.32381,57.644505,52.56738,51.361553,64.37876
60.036797,60.598827,67.972015,63.59148,57.288002,61.432106,55.754425,63.771194
